url,label
"br-icloud.com.br",unsafe
"mp3raid.com/music/krizz_kaliko.html",safe
"bopsecrets.org/rexroth/cr/1.htm",safe
"http://www.garage-pirenne.be/index.php?option=com_content&view=article&id=70&vsig70_0=15",suspicious
"http://adventure-nicaragua.net/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2FkdmVudHVyZS1uaWNhcmFndWEubmV0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTQ3OmFib3V0JmNhdGlkPTM2OmRlbW8tYXJ0aWNsZXMmSXRlbWlkPTU0",suspicious
"http://buzzfil.net/m/show-art/ils-etaient-loin-de-s-imaginer-que-le-hibou-allait-faire-ceci-quand-ils-filmaient-2.html",safe
"espn.go.com/nba/player/_/id/3457/brandon-rush",safe
"yourbittorrent.com/?q=anthony-hamilton-soulife",safe
"http://www.pashminaonline.com/pure-pashminas",suspicious
"allmusic.com/album/crazy-from-the-heat-r16990",safe
"corporationwiki.com/Ohio/Columbus/frank-s-benson-P3333917.aspx",safe
"http://www.ikenmijnkunst.nl/index.php/exposities/exposities-2006",suspicious
"myspace.com/video/vid/30602581",safe
"http://www.lebensmittel-ueberwachung.de/index.php/aktuelles.1",suspicious
"http://www.szabadmunkaero.hu/cimoldal.html?start=12",suspicious
"http://larcadelcarnevale.com/catalogo/palloncini",suspicious
"quickfacts.census.gov/qfd/maps/iowa_map.html",safe
"nugget.ca/ArticleDisplay.aspx?archive=true&e=1160966",safe
"uk.linkedin.com/pub/steve-rubenstein/8/718/755",safe
"http://www.vnic.co/khach-hang.html",suspicious
"baseball-reference.com/players/h/harrige01.shtml",safe
"signin.eby.de.zukruygxctzmmqi.civpro.co.za",unsafe
"192.com/atoz/people/oakley/patrick/",safe
"nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html",safe
"escholarship.org/uc/item/5xt4952c",safe
"songfacts.com/detail.php?id=13410",safe
"casamanana.org/education/blba/",safe
"http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/",safe
"http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/",unsafe
"en.wikipedia.org/wiki/North_Dakota",safe
"soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/",safe
"perfectpeople.net/celebrity-star/6920/gidget-gein.htm",safe
"media.caltech.edu/press_releases/13186",safe
"wikiobits.com/Obits/TonyProudfoot",safe
"vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011",safe
"http://peluqueriadeautor.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=70",suspicious
"movies.yahoo.com/shop?d=hv&cf=info&id=1800340831",safe
"cyndislist.com/us/pa/counties",safe
"http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb",suspicious
"http://www.raci.it/component/user/reset.html",suspicious
"https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ",unsafe
"psychology.wikia.com/wiki/Phonemes",safe
"info.centriq.com/content/fivereasons",safe
"articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery",safe
"infinitysw.com/",safe
"strawberrycreekgardens.com/",safe
"http://earth-sure.com/industrial-tech/everlast-impact-resistant-dumpster-enclosure",suspicious
"spoke.com/dir/p/desantis/nick",safe
"wordsmith.org/words/pignus.html",safe
"http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003",safe
"http://www.newtec.ac.uk/courses/health-and-social-care/level-2-diploma-in-health-a-social-care-.html",suspicious
"http://www.kingsmillshotel.com/spring/mothers-day",suspicious
"almanac.logos.com/Denominations",safe
"gaming.wikia.com/wiki/Backbreaker_(video_game)",safe
"ceu.hu/",safe
"registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm",safe
"linkedin.com/pub/george-cleveland/7/80a/599",safe
"sunshinemills.com/",safe
"agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html",safe
"ctv.ca/generic/WebSpecials/sponsorship_scandal/",safe
"http://www.approvi.com.br/ck.htm",suspicious
"http://www.shaborooz.ir/index.php?view=article&catid=7:1390-01-27-09-09-55&id=23:1390-04-12-08-07-33&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2",suspicious
"veoox.com/tags/game.html",safe
"chuckwalkertrio.blogspot.com/",safe
"aerosolesshoes.org/",safe
"http://www.juventudelirica.com.br/index.html",suspicious
"http://www.myenrg.com/southwest/9-texas",suspicious
"recipelink.com/msgbrd/board_14/2007/DEC/29094.html",safe
"http://www.musimagen.com/lista_socios.php?letra=\303%91",suspicious
"ideas.repec.org/f/pma235.html",safe
"peopleaz.org/firstname/Fowlkes/6",safe
"orensamtraktrip.wordpress.com/",safe
"retajconsultancy.com",unsafe
"alexa.com/whatshot?q=james+arness",safe
"jpopasia.com/group/arashi/discography/",safe
"kitsapsun.com/photos/2011/feb/25/177999/",safe
"local.yahoo.com/info-42862457-oakland-international-airport-oakland",safe
"tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html",safe
"articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/",safe
"broadwaystars.com/classic/?source=www.playbill.com",safe
"http://www.pn-wuppertal.de/links/2-linkseite/5-httpwwwkrebshilfede",suspicious
"forums.networkinfrastructure.info/motorola-wireless-lan-switches/",safe
"youtube.com/watch?v=mwpoPQ1SPJU",safe
"mccall-idchamber.org/",safe
"chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27",safe
"friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html",safe
"http://asociacionkaribu.org/index.php/servicios/centro-jambo",suspicious
"http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php",unsafe
"pipl.com/directory/name/Whissell/180",safe
"spokeo.com/John+Collet",safe
"http://www.parafiapiaski.pl/index.php?option=com_user&view=remind",suspicious
"http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/",safe
"faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/",safe
"duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada",safe
"alexpay2.beget.tech",unsafe
"http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/",safe
"http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14",suspicious
"en.wikipedia.org/wiki/Lloyd_Bacon",safe
"http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain",safe
"http://www.viamanaus.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=297",suspicious
"ciajfk.com/harold.html",safe
"http://www.protect-effect.nl/diensten/62-telefonie",suspicious
"indyweek.com/artery/archives/2011/10/07/come-back-to-the-1980s-at-the-escapism-film-festival-which-begins-friday",safe
"linkedin.com/pub/charles-gariepy/2/642/28",safe
"http://www.gst-ukraine.com.ua/ukraine/tours/2754-arboretum-alexandria-sofiyivka",suspicious
"facebook.unitedcolleges.net",unsafe
"http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/",unsafe
"eyeappealoptometry.com/",safe
"brophygen.com/",safe
"icehockey.wikia.com/wiki/Dan_Blackburn",safe
"gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow",safe
"http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller",suspicious
"stewstew.com/",safe
"livingharvest.com/products/ice-cream-bars",safe
"http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555",safe
"http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/",suspicious
"bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game",safe
"http://www.boeuf-soufflenheim.com/de.feed?type=rss",suspicious
"artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html",safe
"parsippanysoccerclub.org/",safe
"international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp",safe
"btscene.eu/verified-search/torrent/franco+piersanti/",safe
"signature-editions.com/",safe
"en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart",safe
"http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&Itemid=14",suspicious
"national.ca/Bold-Thinking/NATIONAL-Publications.aspx",safe
"halkbankparaf-para.com",unsafe
"http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html",safe
"metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html",safe
"https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage",safe
"http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1",safe
"http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start",safe
"http://www.aba-diagnostic.com/espace-prive/reset.html",suspicious
"msn.foxsports.com/nhl/player/yann-sauve/720461",safe
"hallmark.businessgreetings.com/",safe
"musicstack.com/records-cds/toni+tony+tone",safe
"nudecelebsnow.com/tags/1/victoria+justus.htm",safe
"http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&Itemid=6",suspicious
"worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml",safe
"http://www.designeremdoces.com/components/com_contact/ggdrives/",unsafe
"http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database",safe
"facebook.com/people/Yui-Takeshita/100001611015714",safe
"sportsposterwarehouse.com/items_388__grandprixclassicscoll.html",safe
"padmapper.com/search/apartments/Quebec/Montreal-est/",safe
"mrskin.com/christina-ricci-nude-c868.html",safe
"lip-service.com/webzine/tag/post-apocalyptic-fashion/",safe
"http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52",suspicious
"http://chelurao.ru/index.php?option=com_content&view=article&id=9&Itemid=10&lang=ru",suspicious
"linkedin.com/pub/dir/elizabeth/scarborough",safe
"cqgcr.ca/ang/producer01.php",safe
"huffingtonpost.com/2011/10/24/south-carolina-primary-case_n_1029599.html",safe
"http://qz.com/403774/quartz-daily-brief-japanese-military-verizon-aol-sporty-branson-saucy-swedes/",safe
"select.nytimes.com/gst/abstract.html?res=F70814F93B581A7A93CBA9178BD95F4C8385F9",safe
"startrekcostumes.net/",safe
"en.wikipedia.org/wiki/Neil_Curtis",safe
"music.carowinds.com/",safe
"http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/",suspicious
"newjersey.craigslist.org/",safe
"roverslands.net",unsafe
"familypedia.wikia.com/wiki/Joseph_Philippe_Roi_de_Villere_%281727-1769%29",safe
"http://mylust.com/videos/232790/hentai-slut-with-big-juicy-tits-gets-fucked-doggy-style/",safe
"acronymfinder.com/John-Burroughs-High-school-(Burbank%2c-CA)-(JBHS).html",safe
"http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&catid=5:stellungnahmen&Itemid=8",suspicious
"http://www.vanoorschotkranen.nl/hoogwerker/hoogwerkers.pdf",suspicious
"youtube.com/watch?v=K_-bsYE-y08",safe
"myspace.com/jking909",safe
"http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=516&sem_midx=0&sem_jidx=0&Itemid=69",suspicious
"corporacionrossenditotours.com",unsafe
"http://maslen.sk/index.php?option=com_contact&view=contact&id=37:iados-o-obchodnu-spolupracu&catid=29:dopytformular&Itemid=5",suspicious
"http://www.clinicatecma.es/index.php/densiometria",suspicious
"movies.msn.com/celebrities/celebrity/george-'gabby'-hayes/",safe
"idlebrain.com/news/functions/engagement-brahmini.html",safe
"vh1.com/video/that-metal-show/full-episodes/carmine-appice-dave-meniketti/1663564/playlist.jhtml",safe
"archiver.rootsweb.ancestry.com/th/read/GEN-OBIT/2007-04/1176208149",safe
"perezhilton.com/category/william-shatner/",safe
"fsnaindia.com/",safe
"actionjaxon666.wordpress.com/2011/02/24/new-macbook-pros-secretly-16gb-capable/",safe
"en.wikipedia.org/wiki/Kenji_Nojima",safe
